ERROR_TYPE,COUNT,PERCENTAGE
"Network Error: HTTPSConnectionPool(host='bafybeicbclksmq5r4v3m5kymm2exa42klbfwpxhfkzf5zhdndjxtsf6nmu.ipfs.w3s.link1.json', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='bafybeicbclksmq5r4v3m5kymm2exa42klbfwpxhfkzf5zhdndjxtsf6nmu.ipfs.w3s.link1.json', port=443): Failed to resolve 'bafybeicbclksmq5r4v3m5kymm2exa42klbfwpxhfkzf5zhdndjxtsf6nmu.ipfs.w3s.link1.json' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 502 Server Error: Bad Gateway for url: https://factoryapi.cellula.life/lifeToken/1,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://meta.nfprompt.io/meta/76gaPD89L3KYlEpvNYpezqbNWxAJGn21.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBALPINENFT/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/PRIDENFT/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/PASSPORT/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BONFT/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://phonestream.online/api/nfts/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/ALPINERACE/1,1,0.03%
Network Error: 404 Client Error: The specified blob does not exist. for url: https://blackpassmetadatapro.blob.core.windows.net/public/json_s2/1.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.poolz.finance', port=443): Max retries exceeded with url: /metadata/56/ (Caused by NameResolutionError(""HTTPSConnection(host='nft.poolz.finance', port=443): Failed to resolve 'nft.poolz.finance' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://miningengine.live/assets/2.json,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://public.nftstatic.com/static/nft/BSC/BMBCRYPTMAS/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://mp-5017af2b-6805-4aa8-8638-752dba17efbd.cdn.bspapp.com/rwx_nft/json/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://bnb-api.vimworld.com/v1/egg/metadata/,1,0.03%
"Network Error: HTTPSConnectionPool(host='api.apeswap.finance', port=443): Max retries exceeded with url: /bills/bsc/0xB75BE16984A27d3023e1cF744E2587e9Aa8750c9/1 (Caused by NameResolutionError(""HTTPSConnection(host='api.apeswap.finance', port=443): Failed to resolve 'api.apeswap.finance' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='bafybeibz5w63vcpsxhvviblpjyye4lxvf7u2bufvjdtgkwlxp6fowon4ni.ipfs.dweb.link', port=443): Max retries exceeded with url: /?filename=Basic.png (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='bafybeibz5w63vcpsxhvviblpjyye4lxvf7u2bufvjdtgkwlxp6fowon4ni.ipfs.dweb.link', port=443): Read timed out. (read timeout=15)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='metadata.novachain.net', port=443): Max retries exceeded with url: /v1/novachain/ (Caused by NameResolutionError(""HTTPSConnection(host='metadata.novachain.net', port=443): Failed to resolve 'metadata.novachain.net' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='some-greenfield-uri', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='some-greenfield-uri', port=443): Failed to resolve 'some-greenfield-uri' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://mp-5017af2b-6805-4aa8-8638-752dba17efbd.cdn.bspapp.com/ghk_nft/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
Network Error: 403 Client Error: Forbidden for url: https://cdn-prod.fandora.ai/metadata/267d3e35-d610-4177-a2d8-52641777c181.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='cyrus.finance', port=443): Max retries exceeded with url: /api/nft/position/1 (Caused by NameResolutionError(""HTTPSConnection(host='cyrus.finance', port=443): Failed to resolve 'cyrus.finance' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='prop-nft.robinfi.com', port=443): Max retries exceeded with url: /1 (Caused by NameResolutionError(""HTTPSConnection(host='prop-nft.robinfi.com', port=443): Failed to resolve 'prop-nft.robinfi.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api-social.foruai.io/v1/did/metadata/56/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.myneighboralice.com/land/id/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://air-nfts-prime.web.app/api/nfts/triangon_h_1618133017409,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.mgocoin.id', port=443): Max retries exceeded with url: /metadata/1.json (Caused by NameResolutionError(""HTTPSConnection(host='nft.mgocoin.id', port=443): Failed to resolve 'nft.mgocoin.id' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.transvoucher.com', port=443): Max retries exceeded with url: /nfts/019a9149-9001-71ea-b8fc-e0d11be17173/19e17f76-c5a0-4b00-8b0a-79dcef7930ef.json?payment_link_id=019ba7e5-4460-7324-90d3-a4210f97e7fc (Caused by NameResolutionError(""HTTPSConnection(host='nft.transvoucher.com', port=443): Failed to resolve 'nft.transvoucher.com' ([Errno -2] Name or service not known)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.mindnetwork.xyz', port=443): Max retries exceeded with url: /bnb/0xb080B94052f039eC2CA8BBaF7Ec13329d1926973/1 (Caused by NameResolutionError(""HTTPSConnection(host='nft.mindnetwork.xyz', port=443): Failed to resolve 'nft.mindnetwork.xyz' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='api.example.com', port=443): Max retries exceeded with url: /token/0000000000000000000000000000000000000000000000000000000000000001 (Caused by NameResolutionError(""HTTPSConnection(host='api.example.com', port=443): Failed to resolve 'api.example.com' ([Errno -5] No address associated with hostname)""))",1,0.03%
"Network Error: HTTPSConnectionPool(host='transvoucher.com', port=443): Max retries exceeded with url: /nfts/01996347-12bc-7323-8995-c22473b5ef2b/271004a1-d52d-4c4f-b91a-b3e9152e2070.json?payment_link_id=019b9876-daf0-7301-a0e1-7a8b751a6095 (Caused by NameResolutionError(""HTTPSConnection(host='transvoucher.com', port=443): Failed to resolve 'transvoucher.com' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://api-social.foruai.io/v1/badge-public/token/,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://app.webkey.vip/dao/votingpower/metadata/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
"Network Error: HTTPSConnectionPool(host='nft.mgocoin.id', port=443): Max retries exceeded with url: /v2/metadata/1.json (Caused by NameResolutionError(""HTTPSConnection(host='nft.mgocoin.id', port=443): Failed to resolve 'nft.mgocoin.id' ([Errno -2] Name or service not known)""))",1,0.03%
Network Error: 404 Client Error: Not Found for url: https://nft.pancakeswap.com/v4/56/1,1,0.03%
Network Error: 404 Client Error: Not Found for url: https://assets.fight.foundation/fp/0000000000000000000000000000000000000000000000000000000000000001.json,1,0.03%
